5319	מס' מיון	שם הספר	שם המחבר	הוצאה	כרך	מס' עתי'	Date	Initials	Is Bound	Comments	קטיגורי	מס׳ מדף							
		שלחן ערוך - חשן משפט -- רמא - רצ	קארו, יוסף / איסרליש, משה	הוצאת מורשה להנחיל	ט		5/26/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	1.8							
		שלחן ערוך - חשן משפט -- רצא - שנח	קארו, יוסף / איסרליש, משה	הוצאת מורשה להנחיל	י		5/26/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	1.8							
		שלחן ערוך - אבן העזר -- קמ - קעח	קארו, יוסף / איסרליש, משה	הוצאת מורשה להנחיל	ה		5/26/2021	AL	#REF!	 I think it should be on dif shelf	הלכה - אחרונים כללי וסטים	1.9							
		שלחן ערוך החדש - אבן העזר -- א-ב -- א - קעח	קארו, יוסף / איסרליש, משה	מכון שלחן מלכים	א		5/26/2021	AL	FALSE	needs binding	הלכה - אחרונים כללי וסטים	1.9							
		שלחן ערוך החדש - אורח חיים -- א -- א - רמא	קארו, יוסף / איסרליש, משה	מכון שלחן מלכים	א		5/26/2021	AL	FALSE	top is fraying	הלכה - אחרונים כללי וסטים	1.9							
		שלחן ערוך החדש - אורח חיים -- ב -- רמב - תטז	קארו, יוסף / איסרליש, משה	מכון שלחן מלכים	ב		5/26/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	1.9							
		שלחן ערוך החדש - אורח חיים -- ג -- תיז - תרצז	קארו, יוסף / איסרליש, משה	מכון שלחן מלכים	ג		5/26/2021	AL	FALSE	needs binding cover falling off	הלכה - אחרונים כללי וסטים	1.9							
		שלחן ערוך החדש - חושן משפט -- א -- א - עד	קארו, יוסף / איסרליש, משה	מכון שלחן מלכים	א		5/26/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	1.9							
		שלחן ערוך החדש - חושן משפט -- ב -- עה - קע	קארו, יוסף / איסרליש, משה	מכון שלחן מלכים	ב		5/26/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	1.9							
		שלחן ערוך החדש - חושן משפט -- ג -- קעא - תכז	קארו, יוסף / איסרליש, משה	מכון שלחן מלכים	ג		5/26/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	1.9							
		שלחן ערוך החדש - יורה דעה -- א -- א - סד	קארו, יוסף / איסרליש, משה	מכון שלחן מלכים	א		5/26/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	1.9							
		שלחן ערוך החדש - יורה דעה -- ב -- סה - קכב	קארו, יוסף / איסרליש, משה	מכון שלחן מלכים	ב		5/26/2021	AL	FALSE	top is fraying	הלכה - אחרונים כללי וסטים	1.9							
		שלחן ערוך החדש - יורה דעה -- ג -- קכג - רב	קארו, יוסף / איסרליש, משה	מכון שלחן מלכים	ג		5/26/2021	AL	FALSE	needs binding cover falling off	הלכה - אחרונים כללי וסטים	1.9							
		שלחן ערוך החדש - יורה דעה -- ד -- רג - תג	קארו, יוסף / איסרליש, משה	מכון שלחן מלכים	ד		5/26/2021	AL	FALSE	top is fraying	הלכה - אחרונים כללי וסטים	1.9							
		שלחן ערוך השלם -  אורח חיים -- א -- א - נז	קארו, יוסף / איסרליש, משה	מכון ירושלים	א		5/26/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	1.9							
		שלחן ערוך השלם - אורח חיים -- ב -- נח - קמט	קארו, יוסף / איסרליש, משה	מכון ירושלים	ב		5/26/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	1.9							
		שלחן ערוך השלם - אורח חיים -- ג -- קנ - רמא	קארו, יוסף / איסרליש, משה	מכון ירושלים	ג		5/26/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	1.9							
		שלחן ערוך השלם - אורח חיים -- ו  -- תכט - תצד	קארו, יוסף / איסרליש, משה	מכון ירושלים	ו		5/26/2021	AL	FALSE	needs binding	הלכה - אחרונים כללי וסטים	1.9							
		שלחן ערוך השלם - יורה דעה -- א -- א - כח	קארו, יוסף / איסרליש, משה	מכון ירושלים	ט		5/26/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	1.9							
		שלחן ערוך השלם - יורה דעה -- ב -- כט - ס	קארו, יוסף / איסרליש, משה	מכון ירושלים	י		5/26/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	1.9							
		ספר כנסת הגדולה - אבן העזר	בנבנשתי, חיים בן ישראל	מכון הכתב	א		5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.2							
		ספר כנסת הגדולה - אבן העזר	בנבנשתי, חיים בן ישראל	מכון הכתב	ב		5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.2							
		ספר כנסת הגדולה - אורח חיים	בנבנשתי, חיים בן ישראל	מכון הכתב		1	5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.2							
		ספר כנסת הגדולה - אורח חיים	בנבנשתי, חיים בן ישראל	מכון הכתב		2	5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.2							
		ספר כנסת הגדולה - חושן משפט	בנבנשתי, חיים בן ישראל	מכון הכתב	א		5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.2							
		ספר כנסת הגדולה - חושן משפט	בנבנשתי, חיים בן ישראל	מכון הכתב	ב		5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.2							
		ספר כנסת הגדולה - חושן משפט	בנבנשתי, חיים בן ישראל	מכון הכתב	ג		5/11/2021	AL	FALSE	Commonly Used but in Good Condition	הלכה - אחרונים כללי וסטים	2.2							
		ספר כנסת הגדולה - יורה דעה	בנבנשתי, חיים בן ישראל	מכון הכתב	א		5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.2							
		ספר כנסת הגדולה - יורה דעה	בנבנשתי, חיים בן ישראל	מכון הכתב	ב		5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.2							
		ספר כנסת הגדולה - יורה דעה	בנבנשתי, חיים בן ישראל	מכון הכתב	ג	1	5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.2							
		ספר כנסת הגדולה - יורה דעה	בנבנשתי, חיים בן ישראל	מכון הכתב	ג		5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.2							
		ספר כנסת הגדולה - יורה דעה	בנבנשתי, חיים בן ישראל	מכון הכתב	ד		5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.2							
		ספר כנסת הגדולה - יורה דעה	בנבנשתי, חיים בן ישראל	מכון הכתב	ה		5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.2							
		ספר כנסת הגדולה - יורה דעה	בנבנשתי, חיים בן ישראל	מכון הכתב	ו		5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.2							
		ספר כנסת הגדולה - יורה דעה	בנבנשתי, חיים בן ישראל	מכון הכתב	ז		5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.2							
		שיירי כנסת הגדולה - אורח חיים	בנבנשתי, חיים בן ישראל	מכון הכתב	ג		5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.2							
		שיירי כנסת הגדולה - ארוח חיים	בנבנשתי, חיים בן ישראל	מכון הכתב	ב		5/12/2021	AL	FALSE	on shelf 2.5	הלכה - אחרונים או״ח	2.2							
		שיירי כנסת הגדולה - יורה דעה -- א-ב	בנבנשתי, חיים בן ישראל	מכון הכתב	א		5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.2							
		ספר ילקוט יוסף - א -- כיבוד אב ואם	יוסף, יצחק	מכון חזון עובדיה			5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.3							
		ספר ילקוט יוסף - א -- מצוות התלויות בארץ	יוסף, יצחק	מכון חזון עובדיה			5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.3							
		ספר ילקוט יוסף - א -- תפילה - א׳- קל״א	יוסף, יצחק	מכון חזון עובדיה			5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.3							
		ספר ילקוט יוסף - א -- שארית יוסף	יוסף, יצחק	מכון חזון עובדיה			5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.3							
		ספר ילקוט יוסף - א -- שובע שמחות	יוסף, יצחק	מכון חזון עובדיה			5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.3							
		ספר ילקוט יוסף - אוצר דינים לאשה	יוסף, יצחק	מכון חזון עובדיה			5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.3							
		ספר ילקוט יוסף - ב -- דיני קריאת ס״ת	יוסף, יצחק	מכון חזון עובדיה			5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.3							
		ספר ילקוט יוסף - ב -- הלכות ערלה	יוסף, יצחק	מכון חזון עובדיה			5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.3							
		ספר ילקוט יוסף - ב -- כיבוד אב ואם	יוסף, יצחק	מכון חזון עובדיה			5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.3							
		ספר ילקוט יוסף - ב -- קיצור שלחן ערוך	יוסף, יצחק	מכון חזון עובדיה			5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.3							
		ספר ילקוט יוסף - ב -- שארית יוסף	יוסף, יצחק	מכון חזון עובדיה			5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.3							
		ספר ילקוט יוסף - ב -- שובע שמחות	יוסף, יצחק	מכון חזון עובדיה			5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.3							
		ספר ילקוט יוסף - ג -- ברכות	יוסף, יצחק	מכון חזון עובדיה			5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.3							
		ספר ילקוט יוסף - ג -- שארית יוסף	יוסף, יצחק	מכון חזון עובדיה			5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.3							
		ספר ילקוט יוסף - ד -- שבת א	יוסף, יצחק	מכון חזון עובדיה			5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.3							
		ספר ילקוט יוסף - ד -- שבת ב	יוסף, יצחק	מכון חזון עובדיה			5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.3							
		ספר ילקוט יוסף - ד -- שבת ג	יוסף, יצחק	מכון חזון עובדיה			5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.3							
		ספר ילקוט יוסף - ד -- שבת ד	יוסף, יצחק	מכון חזון עובדיה			5/11/2021	AL	FALSE	cover is falling off	הלכה - אחרונים כללי וסטים	2.3							
		ספר ילקוט יוסף - ד -- שבת ה	יוסף, יצחק	מכון חזון עובדיה			5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.3							
		ספר ילקוט יוסף - דיני חינוך ובר מצוה	יוסף, יצחק	מכון חזון עובדיה			5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.3							
		ספר ילקוט יוסף - דיני חינוך ובר מצוה	יוסף, יצחק	מכון חזון עובדיה			5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.3							
		ספר ילקוט יוסף - ה -- מעודים	יוסף, יצחק	מכון חזון עובדיה			5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.3							
		ספר ילקוט יוסף - ז -- אבילות	יוסף, יצחק	מכון חזון עובדיה			5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.3							
		ספר ילקוט יוסף - ח -- איסור והתר א	יוסף, יצחק	מכון חזון עובדיה			5/11/2021	AL	FALSE	where is the volume  ״ו״  ? 	הלכה - אחרונים כללי וסטים	2.3							
		ספר ילקוט יוסף - ט -- איסור והתר	יוסף, יצחק	מכון חזון עובדיה			5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.3							
		ספר ילקוט יוסף - ט -- איסור והתר	יוסף, יצחק	מכון חזון עובדיה			5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.3							
		ספר ילקוט יוסף - י -- איסור והתר	יוסף, יצחק	מכון חזון עובדיה			5/11/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.3							
		ספר בן איש חי א-ב	מבגדאד, יוסף חיים	מרכז הספרים			5/12/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.4							
		ספר נטעי גבריאל - דיני ארבע מינים	ציננער, גבריאל	הוצאת שמש	ב		5/12/2021	AL	FALSE	binding is coming apart	הלכה - אחרונים כללי וסטים	2.4							
		ספר נטעי גבריאל - דיני ומנהגי פורים	ציננער, גבריאל	הוצאת שמש			5/12/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.4							
		ספר נטעי גבריאל - הלכות אבילות	ציננער, גבריאל	הוצאת שמש	ב		5/12/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.4							
		ספר נטעי גבריאל - הלכות אבילות 	ציננער, גבריאל	הוצאת שמש	א		5/12/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.4							
		ספר נטעי גבריאל - הלכות הלכות בין המצרים	ציננער, גבריאל	הוצאת שמש	א		5/12/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.4							
		ספר נטעי גבריאל - הלכות הלכות בין המצרים	ציננער, גבריאל	הוצאת שמש	ב		5/12/2021	AL	FALSE		הלכה - אחרונים כללי וסטים	2.4							
		ספר נטעי גבריאל - הלכות ומנהגי חג הסוכות	ציננער, גבריאל	הוצאת שמש	א		5/12/2021	AL	FALSE	binding is coming apart	הלכה - אחרונים כללי וסטים	2.4							
		ספר נטעי גבריאל - הלכות חג השבועות	ציננער, גבריאל	הוצאת שמש			5/12/2021	AL	FALSE	old label	הלכה - אחרונים כללי וסטים	2.4							
